Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2024-06-09,Sunday,Weekend,570,18,25,35,9,0,4,11,21,10,18,14,3,20,9,27,21,1,12,23,1,26,5,10,44,17,10,0,3,16,10,8,37,6,11,15,19,12,6,33,2026-06-19 12:57:02
2024-06-10,Monday,Weekday,253,2,4,9,0,17,4,9,11,20,7,14,2,10,1,0,1,3,0,7,3,11,0,1,5,4,1,43,4,10,1,15,3,15,2,0,6,6,1,1,2026-06-19 12:57:02
2024-06-11,Tuesday,Weekday,230,6,0,3,4,7,0,4,0,1,5,14,0,1,6,3,5,28,21,2,5,12,0,3,2,1,25,6,3,8,2,8,1,1,1,4,2,1,27,8,2026-06-19 12:57:02
2024-06-12,Wednesday,Weekday,210,5,11,17,8,6,10,5,1,2,4,15,6,9,7,2,6,1,2,8,5,8,1,6,1,4,3,4,1,2,6,3,3,3,13,14,3,2,3,0,2026-06-19 12:57:02
2024-06-13,Thursday,Weekday,249,2,2,1,5,4,1,12,10,10,4,0,0,2,1,10,23,9,8,4,8,18,4,1,2,4,2,15,5,6,0,2,2,5,2,19,8,7,10,21,2026-06-19 12:57:02
2024-06-14,Friday,Weekday,282,2,10,1,5,0,6,6,7,9,10,1,11,5,7,29,1,5,8,1,4,12,2,5,6,9,7,15,4,7,8,1,20,13,1,8,12,4,12,8,2026-06-19 12:57:02
2024-06-15,Saturday,Weekend,396,8,1,4,5,16,5,1,4,5,16,10,4,1,2,3,10,2,5,9,29,51,21,10,9,12,17,21,5,4,5,7,10,15,4,4,49,2,2,8,2026-06-19 12:57:02
2024-06-16,Sunday,Weekend,437,3,7,4,2,18,5,6,3,19,7,6,3,8,10,9,51,31,11,0,11,1,17,6,24,35,6,8,11,3,33,7,2,18,3,2,14,12,9,12,2026-06-19 12:57:02
2024-06-17,Monday,Weekday,209,2,5,4,19,0,2,15,23,11,0,5,3,10,0,1,4,1,7,11,7,4,13,1,1,4,0,0,2,19,15,3,1,1,2,1,0,6,4,2,2026-06-19 12:57:02
2024-06-18,Tuesday,Weekday,183,7,5,4,1,19,5,1,4,3,7,3,3,8,5,0,0,2,3,2,4,1,8,7,1,7,18,1,12,4,5,0,6,3,6,9,5,2,1,1,2026-06-19 12:57:02
2024-06-19,Wednesday,Weekday,251,9,1,3,3,21,3,37,8,13,0,1,1,5,9,1,1,6,1,4,0,7,4,6,1,1,10,8,7,7,0,10,9,4,14,1,11,22,2,0,2026-06-19 12:57:02
2024-06-20,Thursday,Weekday,225,6,0,11,0,12,2,1,13,9,4,1,7,10,7,6,1,13,6,4,4,5,11,9,12,4,6,12,1,5,5,11,0,1,1,2,2,5,11,5,2026-06-19 12:57:02
2024-06-21,Friday,Weekday,212,1,9,5,1,5,6,8,5,1,16,2,10,6,2,1,2,1,1,6,5,6,6,11,15,2,5,0,2,7,4,8,3,1,12,0,1,2,31,3,2026-06-19 12:57:02
2024-06-22,Saturday,Weekend,432,8,12,12,21,13,41,21,7,5,50,14,11,15,10,2,4,9,0,7,17,2,1,19,13,2,20,14,4,5,2,17,7,8,23,0,1,2,0,13,2026-06-19 12:57:02
2024-06-23,Sunday,Weekend,319,5,1,1,1,36,8,7,3,4,1,46,12,7,7,5,2,2,6,1,1,5,23,18,0,1,8,14,24,17,9,1,1,0,6,0,13,9,1,13,2026-06-19 12:57:02
2024-06-24,Monday,Weekday,227,4,12,16,1,4,1,10,5,16,2,7,30,6,0,6,1,0,3,1,9,3,8,0,0,0,1,3,6,24,3,0,1,12,6,10,2,1,1,12,2026-06-19 12:57:02
2024-06-25,Tuesday,Weekday,214,0,5,4,5,2,6,0,30,0,0,3,9,1,3,0,0,5,1,9,9,12,1,4,19,10,1,4,15,4,11,3,1,1,0,1,20,6,5,4,2026-06-19 12:57:02
2024-06-26,Wednesday,Weekday,275,1,1,17,5,5,31,3,10,12,2,0,22,4,0,5,8,10,17,13,15,0,9,1,1,11,4,16,0,9,2,1,2,2,2,19,10,1,1,3,2026-06-19 12:57:02
2024-06-27,Thursday,Weekday,227,1,4,1,7,0,4,7,1,7,6,5,2,13,5,3,2,0,2,24,3,12,1,3,18,0,4,11,13,11,11,5,1,6,16,5,2,5,5,1,2026-06-19 12:57:02
2024-06-28,Friday,Weekday,239,6,6,7,4,2,6,6,2,3,4,4,21,9,14,5,6,2,8,4,10,3,2,2,11,2,3,20,6,2,2,2,4,9,3,14,1,2,20,2,2026-06-19 12:57:02
2024-06-29,Saturday,Weekend,454,26,11,1,9,15,24,6,7,1,21,2,1,70,4,2,12,17,1,1,1,0,13,11,12,8,21,10,30,9,21,4,6,17,1,9,19,18,8,5,2026-06-19 12:57:02
2024-06-30,Sunday,Weekend,388,3,24,5,20,0,3,5,12,4,0,2,3,2,3,15,6,6,35,7,31,4,6,7,8,9,3,19,8,0,9,15,2,0,14,40,1,32,3,22,2026-06-19 12:57:02
2024-07-01,Monday,Weekday,244,7,12,12,0,0,5,1,4,23,4,4,3,6,1,1,13,12,11,12,4,9,3,2,3,1,3,3,6,3,9,3,16,0,6,8,28,3,2,1,2026-06-19 12:57:02
2024-07-02,Tuesday,Weekday,323,1,5,17,5,3,2,2,26,19,4,1,21,0,9,25,7,0,1,23,0,6,15,17,6,1,10,3,4,17,2,0,3,6,9,17,14,9,9,4,2026-06-19 12:57:02
2024-07-03,Wednesday,Weekday,258,3,6,0,3,6,7,6,10,6,29,4,6,0,3,18,4,3,6,1,6,3,4,16,10,6,6,14,15,1,3,3,1,0,1,15,11,4,7,11,2026-06-19 12:57:02
2024-07-04,Thursday,Weekday,311,4,5,0,11,7,5,6,10,9,9,0,11,18,12,39,2,1,7,1,0,5,4,4,28,3,3,2,12,12,1,1,10,4,30,7,3,20,2,3,2026-06-19 12:57:02
2024-07-05,Friday,Weekday,427,3,19,3,4,0,19,4,3,13,20,22,6,19,6,1,24,10,13,35,9,0,29,4,10,3,5,17,8,13,21,4,8,18,16,10,12,7,5,4,2026-06-19 12:57:02
2024-07-06,Saturday,Weekend,671,17,1,74,25,8,0,21,23,60,8,1,36,6,23,1,26,2,25,13,57,0,6,2,37,12,14,1,12,7,7,18,1,16,23,38,32,5,12,1,2026-06-19 12:57:02
2024-07-07,Sunday,Weekend,201,1,5,12,1,1,4,1,6,2,1,5,13,6,11,2,12,2,12,4,2,2,5,1,16,2,3,2,0,8,5,9,0,14,2,14,1,8,4,2,2026-06-19 12:57:02
2024-07-08,Monday,Weekday,186,0,3,0,3,4,4,17,1,1,2,5,9,11,9,6,14,1,8,5,1,0,1,6,3,1,4,0,5,5,14,0,6,1,2,2,5,17,3,7,2026-06-19 12:57:02
2024-07-09,Tuesday,Weekday,216,0,3,5,2,35,7,4,8,4,0,5,4,24,0,5,1,1,6,1,10,5,1,3,0,13,0,0,5,25,11,1,1,5,9,2,5,1,1,3,2026-06-19 12:57:02
2024-07-10,Wednesday,Weekday,280,0,0,2,5,0,5,25,0,9,25,4,2,0,9,7,2,16,11,3,12,4,9,2,13,3,9,2,11,0,2,1,0,11,32,15,21,0,1,7,2026-06-19 12:57:02
2024-07-11,Thursday,Weekday,287,15,4,1,1,3,3,6,0,11,23,13,16,0,19,2,12,1,4,0,0,17,9,5,5,7,1,8,4,5,20,2,4,12,13,32,7,1,1,0,2026-06-19 12:57:02
2024-07-12,Friday,Weekday,337,9,1,6,20,30,0,2,15,7,18,13,4,4,4,7,4,8,17,3,23,8,16,0,3,2,2,2,13,4,22,4,2,5,30,6,0,17,1,5,2026-06-19 12:57:02
2024-07-13,Saturday,Weekend,491,8,3,4,40,44,8,3,1,2,15,4,0,7,19,26,15,16,7,9,20,18,9,10,35,12,15,22,1,10,39,5,6,12,3,11,4,12,9,7,2026-06-19 12:57:02
2024-07-14,Sunday,Weekend,389,5,4,4,8,6,14,13,2,1,0,9,4,0,6,36,14,23,2,1,0,35,3,7,6,14,4,6,52,6,10,6,15,3,2,16,9,27,8,8,2026-06-19 12:57:02
2024-07-15,Monday,Weekday,236,1,7,7,5,2,13,3,1,27,12,3,17,0,0,7,1,13,12,1,13,0,5,18,11,3,1,1,4,5,0,2,8,2,1,16,2,9,1,2,2026-06-19 12:57:02
2024-07-16,Tuesday,Weekday,206,3,3,3,1,6,2,1,18,11,14,5,1,4,7,0,3,3,2,2,17,5,2,3,2,5,10,4,7,2,3,4,6,4,14,7,11,8,1,2,2026-06-19 12:57:02
2024-07-17,Wednesday,Weekday,287,6,4,13,0,3,13,0,1,3,15,4,21,2,14,2,1,4,0,3,3,1,13,3,30,13,2,6,6,10,17,5,0,5,14,7,17,7,0,19,2026-06-19 12:57:02
2024-07-18,Thursday,Weekday,141,7,1,1,3,8,1,1,3,2,2,3,8,4,4,4,2,1,1,2,9,6,4,8,7,10,1,4,3,5,1,3,2,5,4,1,1,4,2,3,2026-06-19 12:57:02
2024-07-19,Friday,Weekday,267,6,11,2,7,21,15,3,2,2,29,4,5,0,0,8,6,6,2,3,12,2,15,2,2,4,23,3,7,7,2,1,15,2,8,23,2,3,1,1,2026-06-19 12:57:02
2024-07-20,Saturday,Weekend,346,1,8,12,9,35,2,3,4,2,3,6,18,32,1,18,15,4,1,39,9,31,6,4,2,33,2,0,6,4,2,7,3,3,0,8,1,1,8,3,2026-06-19 12:57:02
2024-07-21,Sunday,Weekend,502,1,12,3,6,23,17,19,9,11,33,3,2,16,8,21,5,6,37,10,13,1,2,0,9,74,29,16,26,12,7,2,14,4,8,23,3,3,3,11,2026-06-19 12:57:02
2024-07-22,Monday,Weekday,174,0,4,2,4,3,17,3,8,7,5,1,4,6,3,0,0,2,1,13,1,3,7,10,4,1,2,3,2,2,1,11,0,3,17,5,3,1,15,0,2026-06-19 12:57:02
2024-07-23,Tuesday,Weekday,266,8,11,0,10,84,5,5,13,5,13,6,0,1,0,1,0,4,1,15,9,5,5,1,4,6,8,0,9,10,6,1,6,3,3,3,2,1,1,1,2026-06-19 12:57:02
2024-07-24,Wednesday,Weekday,176,1,1,1,7,12,1,2,9,3,3,4,2,4,20,2,13,2,3,3,9,0,4,5,3,0,1,5,10,2,4,1,2,1,5,19,8,1,3,0,2026-06-19 12:57:02
2024-07-25,Thursday,Weekday,199,2,2,2,8,6,13,1,2,2,2,31,2,13,2,1,1,12,0,24,5,1,6,1,0,12,4,5,1,0,2,3,8,3,7,1,0,1,7,6,2026-06-19 12:57:02
2024-07-26,Friday,Weekday,272,3,0,9,14,20,1,5,12,1,10,3,2,24,19,5,1,10,1,1,3,7,0,6,0,15,20,10,4,1,10,15,1,4,3,3,5,19,1,4,2026-06-19 12:57:02
2024-07-27,Saturday,Weekend,542,26,6,26,1,53,3,42,3,8,6,8,2,39,4,15,1,21,8,38,7,2,6,15,11,15,1,9,31,1,1,12,3,10,9,48,34,10,4,3,2026-06-19 12:57:02
2024-07-28,Sunday,Weekend,483,21,12,19,8,2,5,3,19,16,1,12,25,18,9,5,27,6,24,21,22,50,19,0,2,0,2,1,11,0,7,27,16,32,3,10,8,10,10,0,2026-06-19 12:57:02
2024-07-29,Monday,Weekday,160,2,6,7,6,2,2,1,14,10,0,1,5,1,14,8,2,0,9,3,6,2,1,6,3,1,1,5,7,2,6,1,2,7,6,2,2,0,7,0,2026-06-19 12:57:02
2024-07-30,Tuesday,Weekday,356,3,5,6,18,3,8,0,8,1,3,4,17,17,6,2,4,8,17,39,10,5,13,3,13,1,4,0,6,10,18,17,41,0,6,8,24,4,0,4,2026-06-19 12:57:02
2024-07-31,Wednesday,Weekday,290,28,15,5,16,0,3,11,1,1,21,6,32,1,3,3,18,2,3,1,12,2,0,4,3,1,1,18,0,0,2,19,0,10,16,3,3,9,8,9,2026-06-19 12:57:02
2024-08-01,Thursday,Weekday,228,11,2,9,1,8,6,1,0,1,5,20,6,9,1,1,3,3,7,20,4,6,0,0,1,8,6,1,8,7,1,6,10,2,8,1,17,22,4,2,2026-06-19 12:57:02
2024-08-02,Friday,Weekday,217,2,1,0,4,0,1,6,4,0,6,10,0,2,5,5,1,2,7,13,7,15,5,12,5,11,2,7,1,0,3,1,0,14,4,12,45,2,1,1,2026-06-19 12:57:02
2024-08-03,Saturday,Weekend,483,7,11,9,7,4,7,1,28,1,10,1,23,5,1,12,34,36,4,17,0,3,10,3,21,37,0,3,8,9,37,25,10,2,17,4,65,0,10,1,2026-06-19 12:57:02
2024-08-04,Sunday,Weekend,351,3,5,10,13,12,2,21,15,2,18,29,9,2,8,4,9,7,22,9,2,12,2,3,4,0,27,7,12,3,10,6,4,22,4,9,0,3,13,8,2026-06-19 12:57:02
2024-08-05,Monday,Weekday,138,3,8,3,4,3,3,1,1,12,1,1,0,1,1,0,3,4,6,15,4,1,0,7,4,1,1,6,4,4,1,3,5,6,4,3,5,2,1,6,2026-06-19 12:57:02
2024-08-06,Tuesday,Weekday,172,3,2,13,14,5,0,2,9,1,35,0,3,2,1,9,3,1,2,4,1,7,1,1,1,0,1,24,0,1,1,2,4,4,0,4,4,2,1,4,2026-06-19 12:57:02
2024-08-07,Wednesday,Weekday,190,1,0,2,3,2,4,11,5,3,10,6,3,5,7,1,3,0,21,0,1,3,10,3,8,5,3,7,0,14,9,10,7,9,1,3,2,1,6,1,2026-06-19 12:57:02
2024-08-08,Thursday,Weekday,194,0,5,14,7,13,4,11,3,21,0,7,6,5,7,10,10,1,1,0,1,1,7,3,8,4,5,1,7,6,3,2,1,6,6,5,2,1,0,0,2026-06-19 12:57:02
2024-08-09,Friday,Weekday,481,0,0,10,5,11,9,16,13,2,31,32,5,0,33,34,0,0,22,5,34,3,22,0,3,43,3,3,30,3,0,5,11,13,25,11,6,5,19,14,2026-06-19 12:57:02
2024-08-10,Saturday,Weekend,424,19,29,3,7,13,2,1,18,8,12,9,13,1,10,6,22,8,29,5,35,21,11,5,4,16,9,5,10,11,0,1,1,2,5,16,7,0,6,44,2026-06-19 12:57:02
2024-08-11,Sunday,Weekend,454,4,38,1,2,32,7,15,25,4,24,12,29,7,1,13,39,0,4,5,19,5,4,14,1,3,7,8,7,1,7,17,6,9,2,1,43,7,5,26,2026-06-19 12:57:02
2024-08-12,Monday,Weekday,192,3,4,5,0,19,7,1,7,2,7,1,3,0,4,1,3,4,9,1,8,2,7,3,8,5,2,1,15,6,2,1,4,15,1,12,0,14,4,1,2026-06-19 12:57:02
2024-08-13,Tuesday,Weekday,207,1,3,4,14,10,3,12,4,9,14,13,0,5,4,4,4,9,2,4,1,1,5,1,1,4,0,1,9,8,3,2,11,0,4,4,11,17,2,3,2026-06-19 12:57:02
2024-08-14,Wednesday,Weekday,243,5,18,13,6,19,0,2,0,1,9,13,8,7,0,7,4,7,3,6,4,6,1,2,3,10,8,17,7,3,9,3,1,7,1,1,12,11,7,2,2026-06-19 12:57:02
2024-08-15,Thursday,Weekday,152,5,3,6,5,4,0,5,4,1,7,2,2,2,0,1,4,1,0,22,1,4,9,4,5,13,5,3,1,3,6,6,5,3,2,1,0,5,1,1,2026-06-19 12:57:02
2024-08-16,Friday,Weekday,170,7,0,12,0,17,2,0,4,11,5,4,17,1,6,2,2,2,3,0,2,3,5,4,4,2,14,2,1,4,6,0,1,6,2,2,13,0,3,1,2026-06-19 12:57:02
2024-08-17,Saturday,Weekend,315,0,1,8,0,12,22,12,4,1,8,4,34,39,5,1,19,12,6,4,4,22,1,12,0,21,5,3,0,7,2,8,2,1,6,6,7,6,5,5,2026-06-19 12:57:02
2024-08-18,Sunday,Weekend,505,0,1,1,14,13,6,21,5,10,2,18,13,19,23,16,23,5,5,33,33,9,5,24,5,2,11,0,6,15,4,25,28,16,42,8,14,19,6,5,2026-06-19 12:57:02
2024-08-19,Monday,Weekday,244,5,5,9,8,14,6,5,1,9,0,30,9,7,19,6,0,5,1,4,3,10,6,5,2,5,1,1,10,2,0,2,4,9,19,10,5,1,1,5,2026-06-19 12:57:02
2024-08-20,Tuesday,Weekday,199,5,8,1,2,4,8,1,6,0,8,0,1,1,2,2,11,1,0,5,6,2,6,11,2,5,1,0,28,2,3,22,7,5,7,8,13,0,3,2,2026-06-19 12:57:02
2024-08-21,Wednesday,Weekday,252,0,2,6,1,2,5,4,13,8,28,4,7,11,10,7,4,1,13,8,10,1,1,3,10,14,1,5,0,3,4,7,10,2,5,5,2,24,10,1,2026-06-19 12:57:02
2024-08-22,Thursday,Weekday,260,2,0,4,8,0,11,6,33,0,21,10,1,2,15,4,2,14,0,5,9,7,1,6,9,5,6,1,11,5,26,0,2,1,3,1,13,14,1,1,2026-06-19 12:57:02
2024-08-23,Friday,Weekday,248,9,2,5,1,4,1,7,4,9,4,5,1,19,5,1,1,0,0,5,3,21,1,12,3,1,24,9,6,7,29,4,0,0,7,7,12,1,14,4,2026-06-19 12:57:02
2024-08-24,Saturday,Weekend,727,12,0,52,12,22,33,44,4,46,32,0,3,10,16,18,5,27,28,16,29,21,3,22,41,2,51,0,12,20,24,20,9,12,13,10,18,26,4,10,2026-06-19 12:57:02
2024-08-25,Sunday,Weekend,479,1,10,3,8,4,0,8,7,6,3,33,0,28,18,2,8,54,13,1,8,7,21,33,1,4,4,64,9,24,6,10,4,22,7,22,5,16,5,0,2026-06-19 12:57:02
2024-08-26,Monday,Weekday,243,2,7,1,1,10,3,5,5,1,2,18,1,10,4,34,0,15,5,0,2,5,4,5,21,4,4,14,14,1,10,4,1,2,0,5,4,5,5,9,2026-06-19 12:57:02
2024-08-27,Tuesday,Weekday,150,2,4,10,9,13,1,1,3,2,2,1,15,1,3,0,5,1,1,14,6,5,14,2,6,1,5,0,1,2,0,2,2,3,0,1,5,4,0,3,2026-06-19 12:57:02
2024-08-28,Wednesday,Weekday,322,9,0,4,4,27,1,4,17,4,8,0,31,13,9,0,0,8,2,9,7,17,1,8,13,5,15,1,11,21,4,2,0,8,7,0,15,14,17,6,2026-06-19 12:57:02
2024-08-29,Thursday,Weekday,250,4,16,3,10,15,4,1,0,6,9,17,5,2,6,2,1,1,2,0,2,15,3,1,31,9,0,0,10,9,0,2,23,6,5,4,2,5,19,0,2026-06-19 12:57:02
2024-08-30,Friday,Weekday,227,24,1,2,0,8,3,7,5,3,10,0,4,2,4,9,2,17,13,3,0,10,13,2,14,13,3,9,4,5,2,1,7,0,4,13,2,3,4,1,2026-06-19 12:57:02
2024-08-31,Saturday,Weekend,484,19,5,11,4,0,3,0,8,11,0,1,10,23,12,1,32,37,4,14,8,37,8,48,2,6,21,21,21,24,17,9,6,8,5,11,8,2,1,26,2026-06-19 12:57:02
2024-09-01,Sunday,Weekend,393,0,1,11,5,11,2,2,22,21,2,16,12,18,9,4,15,7,4,8,20,9,5,22,35,8,8,14,1,16,26,7,3,0,13,5,13,6,3,9,2026-06-19 12:57:02
2024-09-02,Monday,Weekday,287,6,7,4,1,21,6,12,1,1,8,16,17,13,0,13,14,0,4,6,1,5,15,17,19,5,4,9,3,0,9,1,0,0,17,1,7,20,4,0,2026-06-19 12:57:02
2024-09-03,Tuesday,Weekday,187,4,0,0,9,2,5,4,1,3,0,2,3,1,5,0,3,6,2,10,4,16,1,13,5,8,14,4,9,4,4,2,1,3,14,8,9,5,2,1,2026-06-19 12:57:02
2024-09-04,Wednesday,Weekday,294,1,0,9,17,6,0,4,5,6,5,4,19,5,14,9,3,15,10,0,0,11,5,6,1,1,14,16,7,4,28,7,13,0,5,16,6,13,8,1,2026-06-19 12:57:02
2024-09-05,Thursday,Weekday,229,9,0,6,27,26,6,4,6,6,0,0,5,0,12,4,1,3,9,14,0,7,4,5,8,1,4,3,0,0,1,4,0,3,5,11,6,24,0,5,2026-06-19 12:57:02
2024-09-06,Friday,Weekday,287,0,6,4,7,2,1,8,14,1,21,1,8,24,1,4,4,4,9,6,23,1,5,4,17,0,34,5,7,2,13,3,5,7,2,0,16,1,11,6,2026-06-19 12:57:02
2024-09-07,Saturday,Weekend,461,4,7,10,13,27,2,27,8,21,4,0,9,3,43,1,0,0,2,8,7,5,1,2,3,13,14,14,32,18,7,5,20,7,3,9,71,17,3,21,2026-06-19 12:57:02
2024-09-08,Sunday,Weekend,473,27,1,24,23,0,10,4,12,27,10,6,26,39,1,29,1,5,14,15,12,0,1,29,1,1,18,11,5,2,23,35,0,8,4,17,6,14,7,5,2026-06-19 12:57:02
2024-09-09,Monday,Weekday,203,7,2,8,2,2,2,2,2,8,7,9,3,1,0,9,0,0,0,2,4,0,3,3,6,8,6,2,1,10,1,2,9,15,8,25,15,5,1,13,2026-06-19 12:57:02
2024-09-10,Tuesday,Weekday,185,8,1,4,0,27,4,1,2,22,7,3,4,1,0,5,4,3,5,0,18,2,0,1,1,1,3,6,2,3,12,2,8,1,1,3,2,14,0,4,2026-06-19 12:57:02
2024-09-11,Wednesday,Weekday,222,7,0,9,4,16,10,2,5,2,2,0,24,4,0,0,2,0,4,0,0,7,14,5,16,0,11,0,13,15,11,9,5,2,7,5,0,5,6,0,2026-06-19 12:57:02
2024-09-12,Thursday,Weekday,329,8,9,1,4,36,13,4,4,3,0,4,22,33,12,4,1,6,10,4,11,12,12,6,13,0,11,1,3,0,3,33,2,17,1,3,10,4,6,3,2026-06-19 12:57:02
2024-09-13,Friday,Weekday,304,10,2,5,3,15,7,3,2,7,29,2,10,4,4,20,6,10,5,2,8,19,12,2,5,6,5,2,2,10,7,9,14,1,12,7,27,2,1,7,2026-06-19 12:57:02
2024-09-14,Saturday,Weekend,447,25,20,16,6,19,13,15,12,0,18,6,39,8,10,54,1,3,11,4,5,28,10,1,4,1,9,2,25,9,1,4,8,3,6,23,6,5,14,3,2026-06-19 12:57:02
2024-09-15,Sunday,Weekend,374,1,2,31,30,4,7,2,12,2,2,22,5,1,21,23,13,33,8,2,1,4,1,8,0,7,2,8,15,5,5,42,10,7,9,12,0,1,12,4,2026-06-19 12:57:02
2024-09-16,Monday,Weekday,296,0,2,2,23,2,1,7,7,8,9,5,12,2,4,27,1,3,1,0,3,0,3,3,0,14,15,6,41,10,12,1,14,21,1,11,16,4,4,1,2026-06-19 12:57:02
2024-09-17,Tuesday,Weekday,209,2,0,5,7,26,3,3,0,12,5,7,0,4,2,0,8,5,3,9,4,0,17,3,10,11,1,4,0,3,8,1,1,4,4,7,13,6,10,1,2026-06-19 12:57:02
2024-09-18,Wednesday,Weekday,171,2,2,14,2,21,4,5,3,2,4,1,9,7,7,2,0,4,2,7,6,1,3,4,3,3,1,1,5,0,6,2,9,18,3,2,3,1,0,2,2026-06-19 12:57:02
2024-09-19,Thursday,Weekday,282,12,1,6,6,32,1,1,17,0,11,8,3,6,13,2,1,4,6,7,18,22,1,3,1,22,3,4,11,6,1,4,6,7,7,1,4,9,15,0,2026-06-19 12:57:02
2024-09-20,Friday,Weekday,230,1,6,4,1,5,15,5,3,8,2,3,5,5,15,2,0,14,1,4,4,20,4,3,6,16,9,2,12,10,7,4,2,5,7,1,2,2,9,6,2026-06-19 12:57:02
2024-09-21,Saturday,Weekend,379,4,11,12,23,2,6,10,2,4,6,16,5,6,5,2,20,4,7,2,4,20,46,4,2,4,4,9,6,12,11,2,11,13,8,25,16,10,18,7,2026-06-19 12:57:02
2024-09-22,Sunday,Weekend,569,11,6,39,3,17,13,16,18,13,8,32,20,36,7,18,23,8,31,0,16,14,13,18,3,20,6,11,6,14,16,27,11,6,10,23,10,11,11,4,2026-06-19 12:57:02
2024-09-23,Monday,Weekday,205,2,2,2,0,8,1,2,1,7,15,6,5,7,0,1,0,0,1,4,1,18,12,18,0,12,9,13,3,8,0,0,1,12,0,0,19,1,7,7,2026-06-19 12:57:02
2024-09-24,Tuesday,Weekday,261,1,0,5,38,24,3,3,4,11,5,1,10,5,0,12,6,5,10,6,8,15,8,8,9,6,1,2,9,6,5,9,0,8,4,3,3,1,3,4,2026-06-19 12:57:02
2024-09-25,Wednesday,Weekday,215,1,4,4,9,7,1,1,0,15,17,0,5,17,7,4,1,1,7,7,4,1,14,9,1,0,4,1,1,0,17,7,1,9,4,3,15,5,8,3,2026-06-19 12:57:02
2024-09-26,Thursday,Weekday,229,1,0,2,4,21,3,1,0,9,3,1,8,13,7,1,2,7,10,37,2,9,0,1,2,18,0,1,11,1,1,6,5,2,10,1,14,6,2,7,2026-06-19 12:57:02
2024-09-27,Friday,Weekday,306,3,3,21,0,0,4,0,15,21,7,3,5,1,3,0,6,8,21,12,10,4,15,24,17,0,6,7,1,39,1,1,5,4,14,4,5,7,0,9,2026-06-19 12:57:02
2024-09-28,Saturday,Weekend,291,8,5,21,6,13,15,7,4,0,11,25,5,3,5,9,0,14,13,4,1,7,1,5,1,7,3,13,11,42,3,1,3,1,2,6,8,0,3,5,2026-06-19 12:57:02
2024-09-29,Sunday,Weekend,518,3,24,2,4,3,1,34,5,18,11,15,36,27,1,24,9,7,17,46,1,22,3,6,32,11,1,11,19,11,2,6,30,15,17,22,1,14,5,2,2026-06-19 12:57:02
2024-09-30,Monday,Weekday,161,1,8,1,2,3,0,4,7,0,2,6,5,7,1,9,4,5,1,1,9,1,1,4,5,5,7,4,3,13,4,3,2,11,0,5,4,6,2,5,2026-06-19 12:57:02
2024-10-01,Tuesday,Weekday,302,1,3,14,3,0,4,27,0,0,10,1,4,13,1,10,7,18,31,7,9,13,4,1,21,4,0,15,8,1,0,1,18,15,3,14,6,8,3,4,2026-06-19 12:57:02
2024-10-02,Wednesday,Weekday,282,4,0,2,3,55,24,16,3,4,6,4,0,6,0,18,10,5,11,4,3,3,14,2,9,1,3,3,10,7,11,1,0,10,1,3,4,13,8,1,2026-06-19 12:57:02
2024-10-03,Thursday,Weekday,306,7,12,5,3,16,6,0,9,7,21,2,3,7,7,5,11,8,13,2,13,5,0,2,0,5,3,44,18,18,6,14,3,6,4,2,0,8,1,10,2026-06-19 12:57:02
2024-10-04,Friday,Weekday,263,17,1,4,9,3,15,11,0,0,33,16,3,0,7,2,19,11,7,2,8,2,0,5,5,10,15,3,5,5,3,8,4,13,5,2,2,3,3,2,2026-06-19 12:57:02
2024-10-05,Saturday,Weekend,525,1,43,2,15,0,5,5,7,10,15,13,13,24,34,16,1,44,29,19,9,3,18,24,13,12,2,6,20,0,12,15,4,1,21,3,10,16,21,19,2026-06-19 12:57:02
2024-10-06,Sunday,Weekend,385,6,6,14,8,12,4,3,5,3,6,52,3,3,4,8,25,16,18,17,22,3,6,5,5,11,5,9,4,4,4,13,8,29,13,5,3,9,10,4,2026-06-19 12:57:02
2024-10-07,Monday,Weekday,228,2,6,2,24,12,2,2,12,12,11,7,6,4,20,6,0,4,1,4,11,0,18,8,2,2,5,4,0,0,4,1,0,14,2,6,2,0,11,1,2026-06-19 12:57:02
2024-10-08,Tuesday,Weekday,156,1,3,0,3,3,2,0,14,2,5,5,6,4,7,3,1,7,10,1,4,5,0,12,3,5,1,1,1,1,3,6,2,1,0,4,2,19,5,4,2026-06-19 12:57:02
